Entry,verb,stemlem,Positiv,Negativ,Strong,Weak,Active,Passive,Defined,commonness
QUARTER#3,quarter,quarter,,,,,,,| 4% verb: To provide with housing,4.0
QUENCH,quench,quench,Positiv,,,,,Passive,|,
QUESTION#2,question,question,,,,,,,"| 10% verb: To ask, interrogate, raise doubts",10.0
QUIBBLE,quibble,quibbl,,Negativ,,,Active,,|,
QUICKEN,quicken,quicken,Positiv,,,,Active,,|,
QUIET#2,quiet,quiet,,,Strong,,Active,,| 7% verb: To silence,7.0
QUIT,quit,quit,,Negativ,,Weak,,Passive,"| verb: To stop, cease, give up; to leave (2)",
QUOTE#2,quote,quot,,,,,,,|,
RACE#3,race,race,,,,,Active,,"| 11% verb: To run or move rapidly, usually competitively",11.0
RADIATE,radiate,radiat,Positiv,,,,,Passive,|,
RAID,raid,raid,,Negativ,Strong,,Active,,|,
RAIN#2,rain,rain,,,,,,,| 29% verb: To fall (as drops of water from the sky),29.0
RAISE#1,raise,rais,,,Strong,,Active,,"| 57% verb: To elevate, to make rise, to increase in number or volume; in  relation to money",57.0
RAISE#4,raise,rais,,,,,Active,,"| 19% verb: To introduce, bring forward--""raise the question""",19.0
RAKE#2,rake,rake,,,,,Active,,|,
RAMBLE,ramble,rambl,,Negativ,,,Active,,|,
RANG,rang,ring,,,,,,,|,
RANGE#2,range,rang,,,,,,,"| 13% verb: To extend, rank",13.0
RAPT,rapt,rapt,Positiv,,,,,Passive,|,
RATE#2,rate,rate,,,,,Active,,|,
RATIFY,ratify,ratifi,,,,,,,,
RATION,ration,ration,,Negativ,,,Active,,|,
RATTLE#2,rattle,rattl,,Negativ,Strong,,,,|,
RAVAGE,ravage,ravag,,Negativ,,,Active,,|,
RAVE,rave,rave,Positiv,,Strong,,Active,,|,
RE-ESTABLISH,re-establish,re,,,,,,,,
REACH#1,reach,reach,,,Strong,,Active,,"| 80% verb: To attain, arrive at, come to, get to, extend to",80.0
REACH#3,reach,reach,,,,,Active,,"| 11% verb: To extend the hand, to extend",11.0
REACT,react,react,,,,,,Passive,|,
REACTIVATE,reactivate,reactiv,,,,,,,,
REAFFIRM,reaffirm,reaffirm,,,Strong,,,,|,
REALIZE#1,realize,realiz,,,,,,Passive,"| 88% verb: To apprehend, come to see or know",88.0
REALIZE#2,realize,realiz,,,Strong,,Active,,"| 11% verb: To make real, see come true or happen--""he realized his dreams""",11.0
REAP,reap,reap,Positiv,,,,Active,,|,
REAR#2,rear,rear,,,,,Active,,|,
REASON#3,reason,reason,,,Strong,,Active,,| 3% verb: To think or argue in a logical manner,3.0
REASSERT,reassert,reassert,,,,,,,,
REASSURE,reassure,reassur,Positiv,,Strong,,,,|,
REBEL#2,rebel,rebel,,Negativ,Strong,,Active,,|,
REBUFF,rebuff,rebuff,,Negativ,,,Active,,|,
REBUILD,rebuild,rebuild,,,Strong,,Active,,|,
REBUKE,rebuke,rebuk,,Negativ,,,Active,,|,
REBUT,rebut,rebut,,Negativ,,,Active,,|,
RECALL#2,recall,recal,,,,,,Passive,|,
RECEDE,recede,reced,,Negativ,,,,Passive,|,
RECEIVE,receive,receiv,,,,,,Passive,"| verb: To get, accept, admit, apprehend",
RECLAIM,reclaim,reclaim,Positiv,,,,Active,,|,
RECLINE,recline,reclin,Positiv,,,,Active,,|,
RECOGNIZE,recognize,recogn,,,,,,Passive,"| verb: To perceive, identify, acknowledge",
RECOIL,recoil,recoil,,Negativ,,Weak,Active,,|,
RECOMMEND,recommend,recommend,,,Strong,,,,|,
RECONCILE,reconcile,reconcil,Positiv,,,,,,|,
RECONSIDER,reconsider,reconsid,,,,,,,,
RECONSTITUTE,reconstitute,reconstitut,,,,,,,,
RECONSTRUCT,reconstruct,reconstruct,,,Strong,,Active,,|,
RECORD#3,record,record,,,,,,,"| 9% verb: To set down in writing, to imprint sound on a disk or tape",9.0
RECOVER,recover,recov,,,Strong,,,,|,
RECREATE,recreate,recreat,,,,,,,,
RECRIMINATE,recriminate,recrimin,,,,,,,,
RECRUIT#2,recruit,recruit,,,Strong,,Active,,|,
RECUR,recur,recur,,,,,,,,
REDEEM,redeem,redeem,Positiv,,Strong,,Active,,|,
REDRESS,redress,redress,,,,,,,,
REDUCE,reduce,reduc,,,Strong,,,,"| verb: To diminish, degrade, subdue",
REEMPLOY,reemploy,reemploy,,,,,,,,
REESTABLISH,reestablish,reestablish,Positiv,,Strong,,Active,,|,
REEXAMINE,reexamine,reexamin,,,,,,,,
REFER,refer,refer,,,,,,Passive,| verb: To direct attention or a person to someone or something; to mention  or allude to,
REFINE,refine,refin,Positiv,,,,Active,,|,
REFLECT,reflect,reflect,,,,,,Passive,|,
REFORM#2,reform,reform,,,,,Active,,|,
REFRAIN,refrain,refrain,,Negativ,,,Active,,|,
REFUND#2,refund,refund,,,,,Active,,|,
REFUSE#1,refuse,refus,,Negativ,,,,,"| 97% verb: To decline, to reject, to deny",97.0
REGAIN,regain,regain,,,Strong,,Active,,|,
REGARD#2,regard,regard,,,,,,Passive,"| 41% verb: To conceive of, look upon in a particular way",41.0
REGIONALIZATION,regionalization,region,,,,,,,,
REGISTER#2,register,regist,,,,,,Passive,|,
REGRESS,regress,regress,,Negativ,,Weak,,Passive,|,
REGRET#1,regret,regret,,Negativ,,Weak,,Passive,| 79% verb: To feel sorry about,79.0
REGROUP,regroup,regroup,,,,,,,,
REGULATE,regulate,regul,,,Strong,,Active,,|,
REHABILITATE,rehabilitate,rehabilit,,,,,,,,
REINFORCE,reinforce,reinforc,,,Strong,,Active,,|,
REINSTATE,reinstate,reinstat,Positiv,,,,Active,,|,
REITERATE,reiterate,reiter,,,Strong,,Active,,|,
REJECT,reject,reject,,Negativ,Strong,,Active,,"| verb: To refuse, cast off, rebuff",
REJOICE,rejoice,rejoic,Positiv,,,,Active,,|,
RELAPSE,relapse,relaps,,Negativ,,Weak,,Passive,|,
RELAUNCH,relaunch,relaunch,,,,,,,,
RELAX,relax,relax,,,,Weak,,Passive,|,
RELEASE#1,release,releas,,,,,Active,,"| 68% verb: To let out, let go, free",68.0
RELIANCE,reliance,relianc,,,,Weak,,,|,
RELIEVE#1,relieve,reliev,,,Strong,,,,"| 75% verb: To alleviate, disburden, ease",75.0
RELINQUISH,relinquish,relinquish,,,,Weak,,Passive,|,
RELISH,relish,relish,Positiv,,,,,Passive,|,
RELY,rely,reli,,,,Weak,,Passive,|,
REMAIN#1,remain,remain,,,,,,Passive,"| 94% verb: To stay, to continue in the same condition, to be left or left over",94.0
REMARK#2,remark,remark,,,,,,,"| 25% verb: To comment, point out",25.0
REMEMBER,remember,rememb,,,,,,Passive,| verb: Bear in mind or call to mind,
REMIND,remind,remind,,,,,,,| verb: To cause to remember,
REMODEL,remodel,remodel,Positiv,,,,Active,,|,
REMOVE,remove,remov,,,Strong,,Active,,"| verb: Take away or off, dismiss, eliminate",
RENDER,render,render,,,Strong,,,,|,
RENEW,renew,renew,,,Strong,,,,|,
RENOUNCE,renounce,renounc,,Negativ,,,Active,,|,
RENOVATE,renovate,renov,Positiv,,,,Active,,|,
RENT#2,rent,rent,,,,,,,| 43% verb: To hire,43.0
REORGANIZE,reorganize,reorgan,,,,,,,,
REPAID,repaid,repay,,,,,Active,,|,
REPAIR#2,repair,repair,Positiv,,Strong,,Active,,|,
REPAY,repay,repay,,,,,Active,,|,
REPEAL,repeal,repeal,,Negativ,,,,,|,
REPEAT#1,repeat,repeat,,,,,Active,,"| 55% verb: To do again, especially to say again",55.0
REPEL,repel,repel,,,Strong,,Active,,|,
REPENT,repent,repent,Positiv,,,,Active,,|,
REPLACE,replace,replac,,,,,Active,,|,
REPLENISH,replenish,replenish,,,Strong,,Active,,|,
REPLY#1,reply,repli,,,,,,Passive,| 79% verb: To respond,79.0
REPORT#3,report,report,,,,,Active,,"| 44% verb: To relate some fact or situation, usually to an authority or  the general public",44.0
REPOSE,repose,repos,Positiv,,,,,Passive,|,
REPRESENT,represent,repres,,,,,Active,,"| verb: To describe, to stand or act for",
REPRESS,repress,repress,,Negativ,,,Active,,|,
REPROACH,reproach,reproach,,Negativ,,,Active,,|,
REPUDIATE,repudiate,repudi,,Negativ,Strong,,Active,,|,
REPULSE,repulse,repuls,,Negativ,Strong,,Active,,|,
REQUEST#2,request,request,,,,Weak,,Passive,"| 40% verb: To ask for, to petition",40.0
REQUIRE#1,require,requir,,,Strong,,Active,,"| 98% verb: To need, demand, compel",98.0
RESCUE#2,rescue,rescu,Positiv,,,,Active,,|,
RESEMBLE,resemble,resembl,,,,,,,,
RESENT,resent,resent,,Negativ,,,,Passive,"| verb: To react with displeasure or indignation from a sense of injury,  especially towards someone",
RESERVE#1,reserve,reserv,,,Strong,,Active,,"| 35% verb: Save, withhold, restrain",35.0
RESIGN,resign,resign,,,,Weak,,Passive,|,
RESIST,resist,resist,,,Strong,,Active,,|,
RESOLVE#2,resolve,resolv,Positiv,,Strong,,Active,,|,
RESORT#2,resort,resort,,,,,,,,
RESOUND,resound,resound,Positiv,,Strong,,Active,,|,
RESPECT#1,respect,respect,Positiv,,,,,Passive,| 48% verb-adj: To hold in esteem--esteemed,48.0
RESPOND,respond,respond,,,,,,Passive,|,
REST#3,rest,rest,,,,,,Passive,"| 25% verb: To relax, be at ease or inactive, to be set",25.0
RESTORE,restore,restor,Positiv,,Strong,,Active,,|,
RESTRAIN,restrain,restrain,,,Strong,,Active,,|,
RESTRICT#1,restrict,restrict,,Negativ,Strong,,Active,,| 96% verb: To confine or limit,96.0
RESULT#2,result,result,,,,,,,| 26% verb: To yield an outcome,26.0
RESUME#2,resume,resum,,,,,Active,,|,
RESURRECT,resurrect,resurrect,Positiv,,,,Active,,|,
RETAIL#2,retail,retail,,,,,,,|,
RETAIN,retain,retain,,,Strong,,,,|,
RETALIATE,retaliate,retali,,Negativ,,,Active,,|,
RETARD,retard,retard,,Negativ,,,Active,,|,
RETIRE,retire,retir,,Negativ,,,Active,,|,
RETREAT#2,retreat,retreat,,Negativ,,Weak,Active,,|,
RETURN#1,return,return,,,,,Active,,"| 79% verb: To go or come back, revert, recur",79.0
REUNIFY,reunify,reunifi,,,,,,,,
REUNITE,reunite,reunit,Positiv,,,,Active,,|,
REVEAL#1,reveal,reveal,,,,,,,"| 85% verb: To make known, disclose",85.0
REVEL,revel,revel,Positiv,,,,Active,,|,
REVERE,revere,rever,Positiv,,,,Active,,|,
REVERSE#2,reverse,revers,,,,,Active,,|,
REVERT,revert,revert,,Negativ,,Weak,Active,,|,
REVIEW#2,review,review,,,,,,,|,
REVISE#2,revise,revis,,,,,Active,,|,
REVISIT,revisit,revisit,,,,,,,,
REVITALIZE,revitalize,revit,Positiv,,,,Active,,|,
REVIVE,revive,reviv,Positiv,,Strong,,Active,,|,
REVOKE,revoke,revok,,Negativ,,,Active,,|,
REVOLT,revolt,revolt,,Negativ,,,Active,,|,
REWARD#2,reward,reward,Positiv,,Strong,,Active,,"| 19% verb: To compensate, to give positive reinforcement",19.0
RID,rid,rid,,Negativ,,,Active,,|,
RIDE#1,ride,ride,,,,,Active,,| 70% verb: To travel on or in some form of conveyance,70.0
RIDICULE#2,ridicule,ridicul,,Negativ,,,Active,,|,
RIGHT#6,right,right,Positiv,,Strong,,,,| 0% verb: To set something right,0.0
RING#2,ring,ring,,,,,,,| 15% verb: To telephone (2); to produce a resonant sound (1); to summon (1),15.0
RIP#2,rip,rip,,Negativ,Strong,,Active,,|,
RIPEN,ripen,ripen,Positiv,,,,,Passive,|,
RISE#1,rise,rise,,,Strong,,Active,,"| 56% verb: To move upward or ahead, increase in degree or capacity, expand",56.0
RISE#2,rise,rise,,,Strong,,,,| 16% verb: To return to life,16.0
RISK#2,risk,risk,,,,,Active,,|,
RIVAL#2,rival,rival,,Negativ,Strong,,,,|,
ROAR#2,roar,roar,,,Strong,,Active,,|,
ROB,rob,rob,,,,,,,,
ROCK#2,rock,rock,,,,,Active,,| 1% verb: To move back and forth,1.0
RODE,rode,ride,,,,,,,| verb: Past tense of ride; traveled on or in some form of conveyance,
ROLL#1,roll,roll,,,,,Active,,"| 84% verb: To turn over, revolve, wind, undulate--move by revolving; collect--""roll  into one"" (1); start moving--""a program starts to roll"" (1); to produce  a roaring sound ",84.0
ROMANTICIZE,romanticize,romantic,Positiv,,,,Active,,|,
ROOF#2,roof,roof,,,,,Active,,| 5% verb: To cover or shelter,5.0
ROOM#3,room,room,,,,,,,| 1% verb: To reside with or at,1.0
ROPE#2,rope,rope,,,,,Active,,"| 2% verb: To lasso, to tie",2.0
ROSE#1,rose,rise,,,Strong,,Active,,"| 75% verb: Moved upward or ahead, increased in degree or capacity, expanded",75.0
ROT,rot,rot,,Negativ,,,,Passive,|,
ROUGH#3,rough,rough,,,,,,,"| 0% verb: ""Rough it""--to live without customary comforts",0.0
ROUSE,rouse,rous,Positiv,,,,Active,,|,
ROW#2,row,row,,,,,Active,,|,
RUB#2,rub,rub,,,,,Active,,|,
RUE,rue,rue,,Negativ,,,,,|,
RUIN#2,ruin,ruin,,Negativ,Strong,,Active,,| 65% verb: To destroy or spoil,65.0
RULE#2,rule,rule,,,Strong,,Active,,"| 13% verb: To govern, guide, determine",13.0
RUMPLE,rumple,rumpl,,Negativ,,,Active,,|,
RUN#1,run,run,,,,,Active,,"| 61% verb: General sense of motion, defined differently for different classes  of moving things--to move quickly, proceed, extend, pass, flow, etc.",61.0
RUN#6,run,run,,,,Weak,Active,,"| 16% verb: 'run away,' 'run off'--to flee, escape",16.0
RUPTURE#2,rupture,ruptur,,Negativ,,Weak,,,|,
RUSH#1,rush,rush,,,,,Active,,"| 94% verb: To hurry--infrequently-- to attack suddenly, ambush",94.0
SABOTAGE,sabotage,sabotag,,Negativ,,,Active,,|,
SACRIFICE#2,sacrifice,sacrific,,,,,,,|,
SAFEGUARD,safeguard,safeguard,Positiv,,,,Active,,|,
SAG,sag,sag,,Negativ,,Weak,,Passive,|,
SAID#1,said,say,,,,,,,"| verb: Past tense of ""say""--to utter or pronounce, express in words, state, claim",
SAIL#2,sail,sail,,,,,Active,,|,
SALUTE,salute,salut,Positiv,,,,Active,,|,
SALVAGE,salvage,salvag,,,,,,,,
SAMPLE#2,sample,sampl,,,,,,,|,
SANCTIFY,sanctify,sanctifi,Positiv,,,,Active,,|,
SANCTION#2,sanction,sanction,,,Strong,,,Passive,|,
SANG,sang,sing,,,,,Active,,|,
SANK,sank,sink,,Negativ,,Weak,,,|,
SATISFY#1,satisfy,satisfi,Positiv,,Strong,,,,"| 28% verb: To give enjoyment or contentment, to fulfill",28.0
SAVE#1,save,save,Positiv,,Strong,,Active,,"| 79% verb-adj: To rescue, preserve, reserve, salvage, hold in safekeeping",79.0
SAVOR,savor,savor,Positiv,,,,,Passive,|,
SAW#1,saw,see,,,,,,Passive,"| 98% verb: Past tense of see, witnessed by sight, or inferred",98.0
SAY#1,say,say,,,,,Active,,"| 91% verb: To utter or pronounce, express in words, state, claim",91.0
SCALD,scald,scald,,Negativ,,,,Passive,|,
SCALE#2,scale,scale,,,,,Active,,|,
SCAMPER,scamper,scamper,Positiv,,,,Active,,|,
SCARE#1,scare,scare,,Negativ,Strong,,Active,,| 83% verb: To frighten,83.0
SCARED#2,scared,scar,,Negativ,Strong,,,,| 4% verb: To frighten (past tense),4.0
SCATTER,scatter,scatter,,,Strong,,Active,,|,
SCHEDULE#2,schedule,schedul,,,,,Active,,|,
SCHEME#2,scheme,scheme,,Negativ,,,,,|,
SCHOOL#2,school,school,,,,,Active,,| 0% verb: To teach,0.0
SCOFF,scoff,scoff,,Negativ,,,,,|,
SCOLD#1,scold,scold,,Negativ,,,Active,,| 95% verb: Admonish,95.0
SCORCH,scorch,scorch,,Negativ,,,Active,,|,
SCORE#2,score,score,,,,,,,|,
SCOWL,scowl,scowl,,Negativ,,,Active,,|,
SCRAMBLE,scramble,scrambl,,,,Weak,Active,,|,
SCRAPE,scrape,scrape,,Negativ,,,Active,,|,
SCRATCH,scratch,scratch,,,,Weak,Active,,|,
SCRAWL,scrawl,scrawl,,,,Weak,,,|,
SCREAM#2,scream,scream,,Negativ,,,,,"| 97% verb: To utter a sharp, piercing cry, to utter words in such a way",97.0
SCREECH#2,screech,screech,,Negativ,,,,,|,
SCREW#2,screw,screw,,Negativ,,,Active,,|,
SCRUB#2,scrub,scrub,,,,,Active,,|,
SCRUTINIZE,scrutinize,scrutin,,Negativ,,,Active,,|,
SCULPTURE#2,sculpture,sculptur,,,,,,,|,
SEAL#2,seal,seal,,,,,Active,,|,
SEARCH#1,search,search,,,,,Active,,| 76% verb: To look for,76.0
SEAT#4,seat,seat,,,,,Active,,"| 2% verb: To place, to position",2.0
SECEDE,secede,seced,,Negativ,,,,,|,
SECOND#4,second,second,,,Strong,,,,| 2% verb: To assist or support,2.0
SECURE#1,secure,secur,,,Strong,,Active,,"| 79% verb: To obtain, insure, make fast",79.0
SEDUCE,seduce,seduc,,,,,,,,
SEE,see,see,,,,,,Passive,"| verb: To look at, witness, perceive, understand, imagine, visit",
SEEK,seek,seek,,,,,Active,,"| verb: To go in search of, to attempt to obtain an object or a desired  goal; to attempt or try (8)",
SEEM#1,seem,seem,,,,,,,| verb: To appear or appear to be,
SEEN,seen,see,,,,,,Passive,|,
SEETHE,seethe,seeth,,Negativ,,,Active,,|,
SEIZE,seize,seiz,,Negativ,Strong,,Active,,| verb: To take possession or control of,
SELECT,select,select,,,,,Active,,|,
SELL#1,sell,sell,,,,,Active,,"| 95% verb: To offer for sale, dispose of for a price, deal in; persuade (infrequent)",95.0
SEND#1,send,send,,,,,Active,,"| verb: To cause (permit or enable) to go, or to be taken",
SENSE#6,sense,sens,,,,,,Passive,"| 10% verb: To note, perceive, feel, intuit",10.0
SENT,sent,send,,,,,Active,,"| verb: Caused, permitted or enabled to go or be taken",
SENTENCE#2,sentence,sentenc,,Negativ,Strong,,Active,,|,
SEPARATE#1,separate,separ,,,,,Active,,"| 41% verb: To divide, to part company",41.0
SEQUESTER,sequester,sequest,,Negativ,,,,,|,
SERVE#1,serve,serv,,,,Weak,Active,,"| 82% verb: To work for, be of assistance, or do one's duty; to answer the  purpose of, function as (17)",82.0
SERVE#2,serve,serv,,,,,Active,,| 13% verb: To furnish and distribute food,13.0
SET#1,set,set,,,,,Active,,"| 45% verb: Put, place, cause a change in condition, determine, fix, put forward",45.0
SETTLE#1,settle,settl,,,Strong,,Active,,"| 47% verb: To establish a household, to assume a certain form, to make  or become stable (3)",47.0
SEW,sew,sew,,,,,,,,
SHADE#2,shade,shade,,,,,,,|,
SHADOW#2,shadow,shadow,,Negativ,,,Active,,|,
SHAFT#2,shaft,shaft,,,,,,,|,
SHAKE#1,shake,shake,,Negativ,,,Active,,"| 86% verb: To rapidly move back and forth; abstract--to loosen, weaken,  disrupt, upset (2)",86.0
SHAPE#2,shape,shape,,,Strong,,Active,,"| 21% verb: To form, mold, determine",21.0
SHARE#1,share,share,Positiv,,,,,,"| 67% verb: To have, use or experience in common",67.0
SHARPEN,sharpen,sharpen,,,,,Active,,|,
SHATTER,shatter,shatter,,,Strong,,Active,,|,
SHED#2,shed,shed,,,,,,,|,
SHELL#3,shell,shell,,Negativ,Strong,,Active,,| 5% verb: To use (an) artillery warhead(s),5.0
SHELTER#2,shelter,shelter,Positiv,,Strong,,,,|,
SHIELD,shield,shield,Positiv,,,,Active,,|,
SHIFT#1,shift,shift,,,,,Active,,"| 55% verb: To change directions, to transfer, to switch",55.0
SHINE#1,shine,shine,,,,,,,| 62% verb: To give off light,62.0
SHIP#2,ship,ship,,,,,Active,,| 7% verb: To transport by naval vessel,7.0
SHIRK,shirk,shirk,,Negativ,,Weak,Active,,|,
SHIVER,shiver,shiver,,Negativ,,,,Passive,|,
SHOCK#2,shock,shock,,Negativ,Strong,,Active,,"| 29% verb: To jar with intense surprise, horror, disgust",29.0
SHOOT#1,shoot,shoot,,Negativ,Strong,,Active,,"| 68% verb: To send forth or discharge a projectile, generally with a gun,  in order to hit or damage some object; to take pictures (0)",68.0
SHOP#2,shop,shop,,,,,Active,,| 17% verb: To look for articles in stores with intent to buy,17.0
SHORTEN,shorten,shorten,,,,,Active,,|,
SHOT#1,shot,shoot,,Negativ,Strong,,Active,,"| 81% verb: Past participle of ""shoot""--to launch or discharge a projectile;",81.0
SHOULD,should,should,,,,,,,"| verb: Modal connoting duty or propriety--'ought to', would",
SHOULDER#2,shoulder,shoulder,,,Strong,,Active,,"| 15% verb: To take upon, to support or carry, to apply the shoulder",15.0
SHOUT#1,shout,shout,,,,,Active,,| 96% verb: To cry out or yell loudly,96.0
SHOVE,shove,shove,,Negativ,,,Active,,|,
SHOW#1,show,show,,,Strong,,Active,,"| 89% verb: To demonstrate, make evident, manifest, exhibit, often with  implication of guidance",89.0
SHOWER#2,shower,shower,,,,,,,|,
SHRANK,shrank,shrink,,,,Weak,,Passive,|,
SHRED,shred,shre,,Negativ,,,Active,,|,
SHRIEK,shriek,shriek,,Negativ,Strong,,,,|,
SHRINK,shrink,shrink,,,,Weak,,Passive,|,
SHRIVEL,shrivel,shrivel,,Negativ,,,,,|,
SHRUG#2,shrug,shrug,,Negativ,,,,,|,
SHRUNK,shrunk,shrink,,,,Weak,,Passive,|,
SHUDDER#2,shudder,shudder,,,,,,Passive,|,
SHUN,shun,shun,,Negativ,,,Active,,|,
SHUT#1,shut,shut,,,Strong,,Active,,"| 35% verb: To close, keep enclosed",35.0
SIGH#2,sigh,sigh,,,,,Active,Passive,|,
SIGN#2,sign,sign,,,,,Active,,"| 19% verb: To affix a signature, thereby to endorse or certify",19.0
SIGNAL#2,signal,signal,,,,,Active,,|,
SIGNIFY,signify,signifi,Positiv,,,,,Passive,|,
SIMPLIFY#2,simplify,simplifi,Positiv,,,,Active,,|,
SIMULATE#2,simulate,simul,,,,,Active,,|,
SIN#2,sin,sin,,Negativ,,,,,|,
SING#1,sing,sing,,,,,Active,,| 69% verb: To produce melodious sounds,69.0
SINGLE#2,single,singl,,,,,,,"| 4% verb-idiom: ""Single out""--to point out an individual item or group",4.0
SINK#2,sink,sink,,,,Weak,,Passive,|,
SIT#1,sit,sit,,,,,,,| 98% verb: To be or become seated (sense of becoming seated less frequent;  to be located or situated (1),98.0
SITUATE,situate,situat,,,,,Active,,|,
SIZE#2,size,size,,,,,Active,,| 10% verb: To gauge or measure,10.0
SKI#2,ski,ski,,,,,Active,,|,
SKIN#2,skin,skin,,,,,Active,,"| 12% verb: To remove skin from, to injure by abrasion",12.0
SKULK,skulk,skulk,,Negativ,,,,,|,
SLAM,slam,slam,,Negativ,Strong,,Active,,|,
SLANDER,slander,slander,,Negativ,,,Active,,|,
SLAP,slap,slap,,Negativ,,,Active,,|,
SLASH,slash,slash,,Negativ,Strong,,Active,,|,
SLAUGHTER,slaughter,slaughter,,Negativ,,,Active,,|,
SLAVE#2,slave,slave,,,,,Active,,"| 10% verb: To work hard, as does a slave",10.0
SLEEP#1,sleep,sleep,,,,,,Passive,"| 81% verb: To slumber, nap, doze, includes ""go to sleep""",81.0
SLEPT,slept,sleep,,,,Weak,,Passive,| verb: Past participle of sleep,
SLICE#2,slice,slice,,,,,Active,,|,
SLID,slid,slide,,,,,,,|,
SLIDE#2,slide,slide,,,,,,Passive,|,
SLIGHT#4,slight,slight,,Negativ,,,Active,,| 8% verb: To malign or insult,8.0
SLIP#1,slip,slip,,,,,,Passive,"| 88% verb: To slide, to move without control or friction, to move stealthily",88.0
SLOW#5,slow,slow,,,,,,,| 3% verb: To decrease in speed or rate,3.0
SLUMP,slump,slump,,Negativ,,,,Passive,|,
SMACK,smack,smack,,Negativ,,,Active,,|,
SMART#3,smart,smart,,,,,,,| 0% verb: To sting,0.0
SMASH#1,smash,smash,,Negativ,Strong,,Active,,"| 85% verb: To strike violently, shatter, destroy",85.0
SMEAR,smear,smear,,Negativ,,,Active,,|,
SMELL#2,smell,smell,,,,,,Passive,|,
SMILE#2,smile,smile,Positiv,,,,,Passive,| 46% verb: To form a smile,46.0
SMITTEN,smitten,smite,Positiv,,,,,Passive,|,
SMOKE#2,smoke,smoke,,,,,,,"| 32% verb: To consume tobacco, to exude smoke",32.0
SMOOTH#4,smooth,smooth,,,,,Active,,| 17% verb: To eliminate roughness or difficulty,17.0
SMOTHER,smother,smother,,Negativ,,,Active,,|,
SMUGGLE,smuggle,smuggl,,Negativ,,,Active,,|,
SNAP#2,snap,snap,,,,,Active,,|,
SNARL,snarl,snarl,,Negativ,,,,,|,
SNATCH,snatch,snatch,,Negativ,Strong,,Active,,|,
SNEAK,sneak,sneak,,Negativ,,,Active,,|,
SNEER,sneer,sneer,,Negativ,,,Active,,|,
SNORE,snore,snore,,Negativ,,,Active,,|,
SOAR,soar,soar,,,Strong,,,,|,
SOB,sob,sob,,Negativ,,,Active,,|,
SOLD#1,sold,sell,,,,,Active,,"| 82% verb: Past tense of ""sell"" - effected a sale, exchanged for money",82.0
SOLVE,solve,solv,,,,,Active,,| verb: To find the remedy for or explanation of a problem,
SOOTHE,soothe,sooth,Positiv,,,,Active,,|,
SORT#4,sort,sort,,,,,Active,,"| 1% verb: To arrange or separate according to kind, species, etc.",1.0
SOUGHT,sought,seek,Positiv,,,,,,|,
SPAN#2,span,span,,,,,,,|,
SPANK,spank,spank,,Negativ,,,Active,,|,
SPARE#2,spare,spare,Positiv,,Strong,,,,| 48% verb: To save from ill fortune,48.0
SPARKLE,sparkle,sparkl,Positiv,,,,,Passive,|,
SPEAK#1,speak,speak,,,,,Active,,| 90% verb: To communicate or express oneself through vocal means,90.0
SPEAR#2,spear,spear,,Negativ,Strong,,Active,,"| 12% verb: To lance someone, or something",12.0
SPECIFY,specify,specifi,,,,,Active,,|,
SPECULATE,speculate,specul,,,,,,,|,
SPEED#2,speed,speed,,,Strong,,Active,,|,
SPELL#2,spell,spell,,,,,,,|,
SPEND#1,spend,spend,,,,,,,"| 94% verb: To consume, especially time or money",94.0
SPILL,spill,spill,,Negativ,,,Active,,|,
SPIN,spin,spin,,,,,,,|,
SPIT#2,spit,spit,,,,,,,|,
SPLIT#1,split,split,,,Strong,,Active,,| 68% verb: To divide or to cut apart,68.0
SPOIL,spoil,spoil,,Negativ,,,,,|,
SPOKE#1,spoke,speak,,,,,Active,,"| 96% verb: Communicated or expressed through vocal means, past tense of ""speak""",96.0
SPONSOR#2,sponsor,sponsor,,,Strong,,Active,,|,
SPOT#2,spot,spot,,,,,,,| 4% verb: To discover by sight,4.0
SPRAIN,sprain,sprain,,Negativ,,,,Passive,|,
SPRANG,sprang,spring,,,,,Active,,|,
SPRAWL,sprawl,sprawl,,,,,,Passive,|,
SPRAY#2,spray,spray,,,,,,,|,
SPREAD#1,spread,spread,,,,,,,"| 86% verb: To stretch out, extend, display, scatter",86.0
SPRING#3,spring,spring,,,,,Active,,| 10% verb: To leap (2); to appear or emerge suddenly (0); to snap shut  (0); to bend or split (0),10.0
SPRINKLE,sprinkle,sprinkl,,,,,,,|,
SPRUNG,sprung,spring,,,,,Active,,|,
SPUN#2,spun,spin,,,,,,,|,
SPUR#2,spur,spur,,,,,,,|,
SPUTTER,sputter,sputter,,Negativ,,,Active,,|,
SQUANDER,squander,squander,,Negativ,,,Active,,|,
SQUANDOR,squandor,squandor,,,,,,,,
SQUAT#2,squat,squat,,,,,,Passive,|,
SQUEEZE#2,squeeze,squeez,,,Strong,,Active,,|,
STAB,stab,stab,,Negativ,,,Active,,|,
STABILIZE,stabilize,stabil,Positiv,,Strong,,Active,,|,
STAGE#3,stage,stage,,,,,Active,,| 4% verb: To organize and carry out some activity,4.0
STAGGER,stagger,stagger,,,,Weak,,Passive,|,
STAIN,stain,stain,,Negativ,,,,Passive,|,
STALL#2,stall,stall,,,,Weak,,,|,
STAMMER,stammer,stammer,,Negativ,,,Active,,|,
STAMP#2,stamp,stamp,,Negativ,Strong,,Active,,|,
